plugin,baseid,name,description
Tribunal.esm,Indoril_Almalexia_boots,Her Hand's Boots,Golden-plated Indoril boots feature tall curved greaves and ornate winged ornamentation matching the sacred temple guard.
Morrowind.esm,p_restore_personality_b,Bargain Restore Personality,"A thin, cheaply made glass vial of pale liquid featuring a rough, unadorned cork stopper."
Bloodmoon.esm,silver arrow_thirsk_4,Silver Arrow,A slender shaft fitted with a gleaming silver arrowhead and fletched with pale feathers.
Morrowind.esm,bookskill_security4,Chance's Folly,A thick octavo volume bound in worn leather covers with a faded title stamped along the spine.
Morrowind.esm,iron flameslayer,Iron Flameslayer,A heavy two-handed iron claymore forged with a broad straight blade and a simple crossguard.
Morrowind.esm,ebony broadsword,Ebony Broadsword,"A heavy one-handed long blade forged from dark ebony, featuring a broad double-edged blade and a substantial crossguard."
Morrowind.esm,expensive_robe_02,Expensive Robe,"A long, flowing robe of fine woven fabric featuring wide sleeves and a deep, solid color with subtle trim."
Morrowind.esm,light_de_candle_ivory_01_off,Bamboo Candlestick,A slender candlestick of polished bamboo rises from a wide base to support an unlit ivory-colored candle.
Morrowind.esm,ingred_bc_bungler's_bane,Bungler's Bane,"A lumpy, brownish-orange fungus with a spongy texture and irregular, bulbous protrusions growing in clustered mounds."
Morrowind.esm,firebite war axe,Firebite War Axe,A chitin war axe features a curved insect-shell blade mounted on a segmented organic haft.
Tribunal.esm,Helsethguard_pauldron_right,Royal Guard Right Pauldron,"A segmented steel right pauldron shaped to cover the shoulder, fitted with polished brass trim along its curved plates."
Morrowind.esm,sanguinebeltimpaling,Belt of Sanguine Impaling Thrus,An extravagant belt crafted from supple dark leather and fitted with an ornate silver buckle bearing subtle sanguine engravings.
Morrowind.esm,bookskill_heavy armor4,How Orsinium Passed to the Orcs,"A thick octavo volume bound in worn leather, featuring a plain cover with faded text."
Morrowind.esm,common_shirt_01_e,Common Shirt,"A simple, short-sleeved shirt of plain, unadorned cloth with a modest collar and wooden buttons."
Bloodmoon.esm,BM_bearheart_UNIQUE,Heart of the Spirit Bear,"A dark, fist-sized organ from a spirit bear, its rough surface bearing deep crimson streaks and a faintly luminous pallor."
Morrowind.esm,dwemer_helm,Dwemer Helm,A heavy bronze helmet with a T-shaped face visor and angular cheek guards covering the sides of the head.
Morrowind.esm,chitin pauldron - right,Chitin Right Pauldron,A right shoulder pauldron constructed from layered chitin plates bound with rough leather strapping.
Bloodmoon.esm,silver throwing star,Silver Throwing Star,"A flat, star-shaped throwing weapon cast from polished silver, featuring multiple sharp radiating arms."
Morrowind.esm,ingred_scrib_jerky_01,Scrib Jerky,"Dark reddish-brown strips of dried scrib meat are twisted and bound into a dense, hardened knot."
Morrowind.esm,key_gnisis_eggmine,Gnisis Eggmine Key,"A simple brass key fitted with a flat rectangular bit, intended for the Gnisis Eggmine locks."
Morrowind.esm,key_Mzanchend_chest,Key to Mzanchend chest,A simple iron key with a standard rectangular bow and a single-toothed bit intended for a Mzanchend chest.
Bloodmoon.esm,BM nordic silver battleaxe_ber,Berserker Silver Battleaxe,"A large two-handed battleaxe forged from pale silver metal, featuring a heavy curved blade mounted on a thick wooden haft."
Morrowind.esm,steel shortsword,Steel Shortsword,A forged steel shortsword featuring a tapered double-edged blade and a straight crossguard over a leather-wrapped hilt.
Tribunal.esm,light_com_candle_10_128,Silver Candlestick,"A polished silver candlestick with a wide circular base, a slender columnar stem, and a single socket."
Morrowind.esm,Shoes_of_Conviction,Shoes of Conviction,"Polished leather shoes with fine stitching, elegant shaping, and a smooth, refined finish."
Morrowind.esm,sc_vigor,Scroll of Vigor,"A tightly rolled parchment scroll secured with a simple cord, featuring densely inked script across its aged surface."
Morrowind.esm,index_andra,Andasreth Propylon Index,"A faceted crystalline shard shaped for slotting into a propylon chamber, bearing a faintly translucent blue-green hue."
Morrowind.esm,bk_notefromirgola,Note from Irgola,A folded parchment scroll bearing a hastily penned message written in dark ink across its surface.
Bloodmoon.esm,BM_Seeds_UNIQUE,Strange Seeds,"A cluster of irregular, unidentified seeds displays a rough, mottled surface and an unusual organic shape."
Morrowind.esm,frosteater robe,Frosteater Robe,"An extravagant white robe with voluminous sleeves and a full skirt, tailored from thick quilted fabric."
Bloodmoon.esm,ingred_belladonna_01,Ripened Belladonna Berries,"A small cluster of dark purple-black berries with smooth, glossy skins and tiny green calyxes still attached."
Morrowind.esm,common_pants_01_z,Common Pants,"Simple, unadorned trousers made from coarse, sturdy fabric, featuring a plain cut, straight hems, and a basic waistband."
Tribunal.esm,dagger_fang_unique_x,Fang of Haynekhtnamet,"A pale fang-shaped dagger carved from a single curving tooth, its polished surface tapering to a needle-sharp tip."
Morrowind.esm,Sheogorath's Signet Ring,Sheogorath's Signet Ring,An exquisite gold ring bears an ornate band and a polished setting shaped like the Madgod's insignia.
Morrowind.esm,iron_gauntlet_left,Iron Left Gauntlet,A rust-streaked iron left gauntlet with heavy plate backing and articulated finger segments laced with worn leather.
Morrowind.esm,key_hlormarenslaves_01,Hlormaren Slave Key,"A plain iron key with a simple rectangular bow, short shaft, and single-tooth bit."
Morrowind.esm,p_restore_luck_e,Exclusive Restore Luck,"A small, round, flawlessly clear glass vial sealed with a golden cap and containing a bright green liquid."
Morrowind.esm,sc_alvusiaswarping,Scroll of Alvusia's Warping,"A tightly wound cylindrical parchment scroll with wooden end caps, bearing script across its surface."
Morrowind.esm,key_Andalen_chest,Key to Andalen chest,"A slender brass key cast with a rectangular bow and a simple temple-style bit, lightly tarnished from age."
Morrowind.esm,p_vintagecomberrybrandy1,Vintage Brandy,A rounded amber bottle of aged comberry brandy features a short neck and a dark cork stopper.
Morrowind.esm,sanguinebeltmartialcraft,Belt of Sanguine Martial Craft,An extravagant belt fitted with a dark ornamental buckle and crafted from supple material bearing intricate detailing.
Morrowind.esm,p_quarrablood_UNIQUE,Blood of the Quarra Masters,"A slender, exclusive glass phial containing a viscous crimson liquid sealed with a dark stopper."
Morrowind.esm,ingred_Dae_cursed_emerald_01,Emerald,"A faceted, translucent green gemstone cut into a symmetrical hexagonal form with smooth, polished surfaces."
Bloodmoon.esm,silver staff of war,Silver Staff of War,A tall two-handed staff of polished silver features a slender shaft and a flared head crowning the weapon.
Morrowind.esm,imperial shield,Imperial Shield,A round wooden shield painted red and bordered with a polished bronze rim bearing Imperial insignia.
Bloodmoon.esm,misc_skull_Skaal,Skull of a Skaal Warrior,"A pale, weathered human skull bearing the robust brow and heavy jaw characteristic of a Skaal warrior."
Bloodmoon.esm,silver arrow_thirsk_1,Silver Arrow,A slender fletched arrow fitted with a pointed silver head and secured to a straight wooden shaft.
Morrowind.esm,p_restore_personality_c,Cheap Restore Personality,"A small, simple glass flask with a narrow neck, rounded body, and a cork stopper."
Morrowind.esm,p_restore_strength_s,Standard Restore Strength,A small rounded glass vial holds a pale amber liquid sealed with a plain cork stopper.
Morrowind.esm,ingred_diamond_01,Diamond,"A clear, colorless crystalline gemstone with a brilliant faceted octahedral shape and sharp angular faces."
Morrowind.esm,steel staff of war,Steel Staff of War,"A tall steel staff forged with a rounded head and a simple haft, designed for two-handed wielding."
Morrowind.esm,p_frost_shield_c,Cheap Potion of Frost Shield,"A thin, cloudy blue liquid fills this small, cheaply made glass flask with a rough cork stopper."
Morrowind.esm,common_shoes_05,Common Shoes,Sturdy leather shoes with a low heel and plain stitching along the rounded toe.
Bloodmoon.esm,bm bear left gauntlet,Bear Left Gauntlet,"A left hand gauntlet fashioned from thick, shaggy brown bear hide with reinforced leather panels and heavy stitching."
Morrowind.esm,racerbeak,Racerbeak,"A short chitin blade terminates in a sharp, beak-like shape, fitted to a segmented, organic-looking grip."
Morrowind.esm,bookskill_blunt weapon3,Night Falls On Sentinel,"A quarto volume bound in dark leather covers, featuring a worn spine and aged, yellowed pages."
Bloodmoon.esm,silver flameslayer,Silver Flameslayer,A silver two-handed long blade features a slender crossguard and a long double-edged blade intended for sweeping slashes.
Morrowind.esm,key_Ienith_tomb,Key to Ienith tomb,"A small wrought-iron key with a simple toothed bit, intended for unlocking the Ienith tomb."
Morrowind.esm,sc_tranasasspelltrap,Scroll of Tranasa's Spelltrap,A tightly wound parchment scroll features faded ink inscriptions and worn edges bound by a frayed cord.
Morrowind.esm,key_Thelas_chest,Thelas chest key,"A simple brass key with a rectangular bow, a short straight shank, and two cut wards at the bit."
Morrowind.esm,p_restore_willpower_e,Exclusive Restore Willpower,"A slender, tapered glass flask holds a vivid amber liquid sealed with a waxed cork stopper."
Morrowind.esm,witch charm,Witch Charm,A gold band with decorative scrollwork supports a polished gemstone in an ornate prong setting.
Tribunal.esm,bk_playscript,The Horror of Castle Xyr,"A thin octavo-sized book bound in dark covers, its pages filled with the neatly arranged dialogue of a theatrical playscript."
Bloodmoon.esm,misc_de_pot_glass_peach_02,Peach Glass Pot,"A smooth, rounded glass vessel with a wide belly, narrow rim, and a warm peach translucency."
Morrowind.esm,sc_flameguard,Scroll of Flameguard,"A rolled parchment scroll secured with a worn tie, featuring faded ink inscriptions across its yellowed surface."
Morrowind.esm,orcish_bracer_left,Orcish Left Bracer,A curved left forearm bracer of dark iron with raised ridges and heavy angular plates.
Morrowind.esm,common_belt_03,Common Belt,A plain leather belt fastened with a simple rectangular metal buckle and fitted with evenly spaced round eyelets along its strap.
Morrowind.esm,Fury,Fury,A silver two-handed claymore features a long straight blade and an ornate crossguard fitted to an elongated grip.
Morrowind.esm,veloths_tower_shield,Veloth's Tower Shield,"A tall, rectangular tower shield constructed from dark netch leather stretched over a sturdy frame."
Morrowind.esm,ebony_bracer_right_tgeb,Ebony Right Bracer,"A dense, dark ebony right bracer shaped to guard the forearm with polished black metal and angular fluting."
Tribunal.esm,ring_phynaster_unique_x,Ring of Phynaster,A slender golden ring bearing an engraved shield motif sacred to the deity of natural forces.
Morrowind.esm,daedric_gauntlet_right,Daedric Right Gauntlet,"A heavy right gauntlet forged from blackened ebony, featuring jagged shoulder plates and sharp daedric curves."
Morrowind.esm,key_divayth01,Divayth's 678th Key,"A small brass key with a simple bit and a plain bow, showing no ornamentation or visible wear."
Bloodmoon.esm,sc_lycanthropycure,Scroll of the Wolf Ender,"A tightly wound parchment scroll features aged, yellowed surface and worn edges bound by a frayed cord."
Tribunal.esm,bk_Adren,WARNING!!!,"A small, rolled parchment scroll bearing the urgent warning handwritten in dark ink across its creased surface."
Morrowind.esm,mamaea cell key,Crude Bronze Key,"A rough-cast bronze key with a simple bit and a plain, unadorned bow showing the metal's crude workmanship."
Morrowind.esm,bk_poisonsong5,Poison Song V,A bound quarto volume featuring a worn leather cover and coarse parchment pages suited for portable reading.
Morrowind.esm,sanguineringsilverw,Ring of Sanguine Silver Wisdom,An extravagant silver ring crafted with elaborate curves and polished to a bright reflective sheen.
Bloodmoon.esm,BM wolf greaves,Wolf Greaves,Rough leather greaves reinforced with thick gray wolf pelts protect the warrior's lower legs.
Morrowind.esm,wild sparkblade,Wild Sparkblade,A short glass dagger features a slender blade with a greenish translucent hue and a matching crystalline hilt.
Morrowind.esm,corkbulb arrow,Corkbulb Arrow,A slender wooden arrow tipped with a sharpened corkbulb root in place of a conventional metal arrowhead.
Morrowind.esm,key_divayth_fyr,Divayth Fyr's Key,A standard brass key with a plain bow and a simply toothed blade.
Morrowind.esm,bk_formygodsandemperor,For my Gods and Emperor,"A quarto-sized book bound in a dark leather cover, featuring a worn spine and plain unadorned boards."
Morrowind.esm,bookskill_short blade1,Unnamed Book,"A tall, thin folio bound in worn covers, its pages gathered along a stitched spine."
Morrowind.esm,repair_secretmaster_01,Sirollus Saccus' Hammer,"A compact steel hammer with a flat peen and a short leather-wrapped handle, polished to a mirror finish."
Morrowind.esm,misc_dwrv_artifact00,Dwemer Cylinder,"A stout brass-colored metal cylinder of Dwemer make, its seamless surface engraved with geometric bands and faint mechanical seams."
Morrowind.esm,sarandas_shirt_2,Brocade Shirt,A finely woven brocade shirt features elaborate patterned fabric with a tailored cut and ornate stitching along the collared neckline.
Tribunal.esm,misc_dwrv_mug00_uni,Dwemer Mug,"A small cylindrical brass cup with a single curved handle, bearing the angular geometric engravings typical of Dwemer metalwork."
Morrowind.esm,sanguineamuletenterprise,Amulet of Sanguine Enterprise,An ornate circular amulet of polished gold featuring a prominent central gemstone set within delicate metallic filigree.
Morrowind.esm,sc_paper_plain_01_canodia,paper,"A plain, unmarked sheet of pale paper rolled loosely for handling as a simple scroll."
Tribunal.esm,glass dagger_symmachus_unique,Dagger of Symmachus,A translucent green glass dagger with a slender leaf-shaped blade and a hilt wrapped in dark leather.
Tribunal.esm,Ingred_scrib_cabbage_01,Scrib Cabbage,"A small, dense head of thick, tightly overlapping leaves forming a compact, rounded mass of vegetable matter."
Morrowind.esm,ingred_fire_salts_01,Fire Salts,"Crystalline reddish-orange granules gleam with an inner warmth, resembling coarse salt flecked with dark cinders."
Morrowind.esm,expensive_shoes_03,Expensive Shoes,Well-crafted leather shoes with a high vamp and a polished buckle fastening the wide strap across the instep.
Morrowind.esm,key_ahnassi,Ahnassi's key,"A small, plain brass key with a simple rectangular bow, a short shaft, and a single-toothed bit."
Morrowind.esm,redoran_master_helm,Redoran Master Helm,A heavy bonemold helmet shaped with angular winged cheek guards and a prominent face guard.
Tribunal.esm,tenpaceboots_x,Ten Pace Boots,Heavy leather boots with reinforced metal plates and thick soles built for long-distance travel.
Morrowind.esm,Gold_010,Gold,"A small, round golden coin bearing faded relief markings along its smooth, worn edge."
Morrowind.esm,cruel shardarrow,Cruel Shardarrow,"A slender silver arrowhead with a barbed, cruelly tapered silhouette is fitted to a polished wooden shaft."
Bloodmoon.esm,BM riekling sword,Riekling Blade,"A crude one-handed long blade chipped from pale blue ice, its rough hilt wrapped in leather strips for grip."
Morrowind.esm,grey shaft of unraveling,Grey Shaft of Unraveling,A grey steel arrow shaft fitted with a narrow piercing head and fletched for straight flight.
Bloodmoon.esm,misc_hook,Hook,A curved iron hook with a sharply pointed tip and a straight shank ending in a small mounting ring.
Bloodmoon.esm,BM ice dagger,Stalhrim Dagger,"A pale blue crystalline dagger carved from stalhrim, featuring a tapered double-edged blade and a flared hilt."
Bloodmoon.esm,misc_com_wood_fork,Fork,"A carved wooden fork with straight tines and a plain handle, fashioned for eating."
Morrowind.esm,shield of wounds,Shield of Wounds,"A rectangular Dwemer shield of riveted bronze plates mounted on a curved metal frame, bearing deep gouges across its face."
Bloodmoon.esm,BM_wolf_left_gauntlet_snow,Snow Wolf Left Gauntlet,"A pale-furred left gauntlet fashioned from snow wolf hide, featuring reinforced leather panels and curved claw-like fingertips."
Bloodmoon.esm,BM ice war axe,Stalhrim War Axe,A pale crystalline one-handed axe with a broad curved blade carved from translucent blue-white frost.
Morrowind.esm,shield_bolt,FOR SPELL CASTING,A slender wooden shaft fitted with a distinctively shaped broad head designed to resemble a stylized targeting symbol.
Morrowind.esm,bk_stronghold_c_hlaalu,Construction Contract,A rolled parchment scroll bound with a faded cord features densely written contract text across its yellowed surface.
Morrowind.esm,steel firesword,Steel Firesword,"A leaf-bladed steel long sword features a broad, tapering blade with a central ridge and a simple crossguard."
Morrowind.esm,light_de_candle_green_01_64,Bamboo Candlestick,A segmented green bamboo stalk rises from a flat circular base to support a small candle receptacle.
Morrowind.esm,bk_notefromernil,Note From Ernil,"A single sheet of creased, pale parchment folded into a compact rectangular note bearing handwritten text."
Morrowind.esm,bk_contract_ralen,Weapons and Armor Contract,A creased parchment sheet bearing dense text in dark ink across its surface.
Morrowind.esm,slave_bracer_right,Slave's Right Bracer,"A plain right wrist bracer of rough, unadorned metal fashioned for binding a slave's arm."
Bloodmoon.esm,sc_unclesweetshare,The Song of Uncle Sweetshare,"A rolled parchment scroll features aged, yellowed sheets bound by a simple wooden dowel at each end."
Morrowind.esm,ingred_raw_ebony_01,Raw Ebony,"A dense, dark shard of raw ebony exhibiting a glassy black surface with irregular, jagged edges."
Morrowind.esm,misc_dwrv_goblet10_tgcp,Large Dewmer Goblet,"A tall, angular metallic goblet with a wide rim, slender stem, and circular base crafted by the Dwemer."
Morrowind.esm,key_Senim_chest,Key to Senim chest,"A standard brass key with a simple bow, short blade, and squared teeth cut into its working edge."
Morrowind.esm,key_Andavel_tomb,Key to Andavel tomb,"A simple iron key cut with standard wards, sized to fit the lock of Andavel tomb."
Morrowind.esm,misc_lw_platter,Limeware Platter,"A broad, shallow serving platter cast from glossy limeware, its smooth surface displaying a faint pearlescent sheen."
Bloodmoon.esm,misc_com_bottle_01,Bottle,"A round-bodied glass vessel with a narrow neck and small lip, its surface smooth and unadorned."
Morrowind.esm,arrow of wasting shard,Arrow of Wasting Shard,"A steel arrow fitted with a narrow, shard-like head and fletched feathers for stable flight."
Morrowind.esm,bk_red_mountain_map,Map of Red Mountain,A weathered parchment scroll depicting the volcanic terrain and surrounding landscape of Red Mountain.
Morrowind.esm,bk_drenblackmail,Dren's Note,"A rolled parchment scroll secured with a simple tie, featuring handwritten text across its aged surface."
Morrowind.esm,key_balmorag_tong_01,Basement Key,A standard brass key featuring a flat oval bow and a simple toothed blade intended for common locks.
Morrowind.esm,bk_NGastaKvataKvakis_c,N'Gasta! Kvata! Kvakis!,"A thick octavo book bound in worn covers, its pages filled with densely printed lines of strange, unfamiliar script."
Morrowind.esm,ingred_ash_salts_01,Ash Salts,"Crystalline mineral salts gathered from corprus creatures, forming pale, gritty, ash-colored granules with a faintly acrid scent."
Morrowind.esm,shockbite warhammer,Shockbite Warhammer,A massive two-handed warhammer with a thick rectangular metal head and rear spike mounted on a long wooden shaft.
Morrowind.esm,key_jeanne,Jeanne's Key,"A small brass key with a simple rectangular bow and a single-toothed bit, showing moderate tarnish along its edges."
Morrowind.esm,belt of vigor,Belt of Vigor,A common leather belt fastened with a simple metal buckle and displaying no visible ornamentation.
Morrowind.esm,sc_fphyggisgemfeeder,Scroll of Fphyggi's Gem-Feeder,A tightly rolled parchment scroll bound with a worn cord features faded ink script across its yellowed surface.
Morrowind.esm,bonemold_armun-an_pauldron_l,Armun-An Bonemold L Pauldron,A left shoulder pauldron of bonemold shaped into layered chitin plates and stained in the Armun-An style.
Morrowind.esm,key_adibael,Small Key,"A small, plain metal key with a simple rectangular bow, a short shaft, and a basic cut bit."
Morrowind.esm,right leather bracer,Right Leather Bracer,"A right arm bracer formed from stitched tanned leather, shaped to guard the forearm with riveted edges."
Morrowind.esm,key_assarnudslaves_01,Assarnud Slave Key,"A worn brass key with a simple rectangular bow, a short flat shaft, and a single-cut bit."
Morrowind.esm,shard arrow,Shard Arrow,A fragmented steel arrowhead is fitted to a wooden shaft with feather fletching.
Morrowind.esm,p_detect_enchantment_s,Potion of Detect Enchantments,"A fresh potion contained in a small, rounded glass flask with a slender neck and a cork stopper."
Morrowind.esm,ring_denstagmer_unique,Denstagmer's Ring,"A thick metallic band features a prominent central setting flanked by angular, stylized projections."
Morrowind.esm,chitin dagger,Chitin Dagger,A short-bladed dagger carved from laminated chitin segments fitted to a segmented organic hilt.
Bloodmoon.esm,BM_arrow_riekling_uni,Chitin Arrow,A slender chitin-shafted arrow fitted with a pointed chitin head and fletched with short feather vanes.
Morrowind.esm,sc_blackmind,Scroll of Black Mind,"A tightly wound parchment scroll secured with a worn leather tie, featuring faded script on yellowed vellum."
Morrowind.esm,sunder,Sunder,"A heavy one-handed blunt weapon forged from dark metal, featuring a thick angular head and a short wrapped grip."
Morrowind.esm,ring of wizard's fire,Ring of Wizard's Fire,"A thick gold band supports a large, faceted red gemstone secured by prominent metal prongs."
Morrowind.esm,key_tureynul,Dagoth Tureynul's key,A plain brass key fitted with a simple toothed blade and a flat rectangular bow.
Bloodmoon.esm,silver staff of shaming,Silver Staff of Shaming,A tall silver staff features a polished metallic shaft topped with an ornate finial shaped for delivering shaming strikes.
Morrowind.esm,p_fortify_strength_e,Exclusive Fortify Strength,"A tall, slender glass flask with a bulbous base, sealed with a gold-rimmed stopper and filled with a crimson liquid."
Morrowind.esm,probe_journeyman_01,Journeyman's Probe,A folding metal probe with three extendable tines and a worn wooden grip for delicate mechanism work.
Morrowind.esm,key_relien_rirne,Small Key,"A small iron key with a simple rectangular bow, a short shaft, and two projecting teeth at the bit."
Morrowind.esm,key_suranslaves_01,Suran Slave Key,"A simple iron key with a rectangular bow, short shaft, and single-toothed bit for unlocking local restraints."
Morrowind.esm,common_pants_02,Common Pants,"Simple, unadorned trousers of common weave tailored for practical wear, featuring a plain waistband and straight-cut legs."
Morrowind.esm,p_silence_e,Exclusive Potion of Silence,"A slender, ornate glass flask with a narrow neck, fitted with a stopper and containing a dark, opaque liquid."
Morrowind.esm,trollbone_shield,Nordic Trollbone Shield,"A tall tower shield fashioned from rough, pale troll bones lashed together with heavy hide straps."
Morrowind.esm,magickguard robe,Magickguard Robe,"A common long-sleeved robe of plain woven fabric, featuring a tightly laced collar and a full skirt."
Morrowind.esm,mother's ring,Mother's Ring,A simple common ring of plain metal with a modest rounded band and unadorned circular face.
Morrowind.esm,flying viper,Flying Viper,"An iron throwing knife shaped like a striking viper, its broad blade forming the head and tapered tail serving as grip."
Morrowind.esm,key_Sarys_chest,Sarys chest key,"A slender iron key featuring a rectangular bow and a flat, notched blade extending from one end."
Morrowind.esm,sc_daydenespanacea,Scroll of Daydene's Panacea,A rolled parchment scroll bound by a short cord reveals yellowed edges and faded ink script.
Morrowind.esm,misc_dwrv_ark_key00,Key to Lower Arkngthand,"A sturdy brass key cut with complex ward notches, its bow shaped into a geometric Dwemer motif."
Tribunal.esm,centurion_projectile_dart_shock,Dwarven Shock Dart,A spherical dwarven dart of golden metal bears a narrow central band and four protruding shock-discharging fins.
Tribunal.esm,bonemold_boots,Bonemold Boots,"Heavy boots shaped from lacquered bone and resin plates, featuring a reinforced shin guard and dark brown leather strapping."
Morrowind.esm,key_armigers_stronghold,Armigers Stronghold dungeon key,"A plain wrought-iron key with a simple bit and rounded bow, showing dark discoloration from age."
Tribunal.esm,key_Bols,Standard Key,"A plain iron key with a simple rectangular bow, a short straight shaft, and a single rectangular ward bit."
Morrowind.esm,p_night-eye_q,Quality Potion of Night-Eye,"A rounded glass vial sealed with a cork stopper contains a clear, lightly tinted liquid."
Morrowind.esm,key_divayth07,Divayth's 1155th Key,"A small, plain iron key with a simple, notched blade and a rectangular bow."
Morrowind.esm,BookSkill_Short Blade5,"36 Lessons of Vivec, Sermon 30","A thick octavo volume bound in worn brown leather, its spine bearing faded gilt marks and its pages densely inked."
Morrowind.esm,p_fortify_fatigue_q,Quality Fortify Fatigue,"A tall, rounded glass vial with a narrow neck holds a vibrant, energizing liquid sealed by a green stopper."
Morrowind.esm,frostguard robe,Frostguard Robe,"A thick, pale blue robe woven with white frost patterns along the hem and wide hanging sleeves."
Morrowind.esm,common_robe_02_h,Common Robe,"A loose, ankle-length woven robe with wide sleeves and a simple hood, dyed a muted brown hue."
Morrowind.esm,expensive_amulet_01,Expensive Amulet,"A polished metallic disc hangs from a slender chain, displaying a smooth surface and fine craftsmanship."
Tribunal.esm,DarkBrotherhood Boots,Dark Brotherhood Boots,"Sleek black leather boots crafted for silent movement, fitted closely with reinforced soles and dark stitching."
Morrowind.esm,expensive_shirt_01,Expensive Shirt,"A well-tailored cloth shirt featuring a fitted collar, long sleeves, and neat stitching throughout the garment."
Morrowind.esm,bonemold_bracer_left,Bonemold Left Bracer,"A left bracer of bonemold resin shaped over dark fabric, featuring a segmented, angular profile with a rough, bone-like texture."
Tribunal.esm,Indoril_Almalexia_Pauldron_L,Her Hand's Left Pauldron,A golden left pauldron shaped with elaborate curves and decorated with ornate Indoril scrollwork.
Morrowind.esm,key_Tharys_chest,Tharys chest key,"A brass temple key with a curved bow, ornate pronged bit, and a handle shaped like a stylized shrine spire."
Morrowind.esm,key_ienasa,Ienasa Radas's Key,"A simple iron key with a plain bow and a standard cut bit, showing minor dark tarnish along its shaft."
Tribunal.esm,Helsethguard_cuirass,Royal Guard Cuirass,A dark metal cuirass accented with polished gold trim and an ornate royal insignia across the chest.
Tribunal.esm,Helseth's Collar,Helseth's Collar,An extravagant golden collar amulet fashioned with ornate scrollwork and a polished central gemstone.
Morrowind.esm,key_zebabislaves_01,Zebabi Slave Key,"A simple wrought-iron key with a flat, notched blade and a plain looped bow handle."
Tribunal.esm,amulet_salandas,Suldreni's Amulet,"An extravagant gold amulet centered with a polished gemstone, suspended from a delicate ornamental chain."
Morrowind.esm,Expensive_Ring_01_HRDT,Nervion Ancestor Ring,A smooth gold band ring set with a polished red stone in a simple claw mount.
Morrowind.esm,iron_shield,Iron Shield,A round iron shield fitted with a central boss and a sturdy metal grip across its back.
Bloodmoon.esm,sc_bodily_restoration,Scroll of Bodily Restoration,A tightly wound parchment scroll features worn edges and a cylindrical wooden dowel capped by carved knobs.
Tribunal.esm,p_Imperfect_Elixir,Elixir of the Imperfect,A faceted crystalline flask containing a viscous fluid synthesized from metallic fabricant components.
Morrowind.esm,bk_falanaamonote,Note to Falanaamo,"A creased parchment scroll bearing handwritten text, its edges slightly curled and surface yellowed with age."
Morrowind.esm,key_menta_na,Menta Na's Key,"A standard handheld key of plain worked iron, featuring a simple toothed blade and a flat rectangular bow."
Morrowind.esm,templar skirt obj,Imperial Templar Skirt,"A heavy red skirt with gold trim and a wide matching belt, constructed from thick fabric for Imperial Templar wear."
Morrowind.esm,ingred_shalk_resin_01,Shalk Resin,"A rough, amber-colored lump of hardened resin exuded from a shalk beetle, slightly translucent."
Morrowind.esm,sc_golnaraseyemaze,Scroll of Golnara's Eye-Maze,"A tightly wound parchment scroll bearing densely inked, maze-like patterns across its yellowed surface."
Tribunal.esm,Bipolar Blade,BiPolar Blade,A long two-handed blade features a split hilt that divides into two separate parallel steel edges spanning its entire length.
Tribunal.esm,bk_custom_armor,Custom Armor Price List,"A rolled parchment scroll listing custom armor prices, featuring aged, yellowed sheet material and slightly worn edges."
Tribunal.esm,Indoril_Almalexia_Cuirass,Her Hand's Cuirass,A golden cuirass of layered lamellar plates with tall shoulder guards and a prominent central ridge.
Morrowind.esm,misc_dwrv_artifact10,Dwemer Scarab Plans,A rolled parchment of yellowed paper bearing Dwemer mechanical schematics for a scarab automaton.
Tribunal.esm,bk_graspingfortune,Grasping Fortune,A thick octavo book bound in dark leather with a gilt spine and worn corners.
Morrowind.esm,key_Nchuleftingth_chest,Key to Nchuleftingth chest,"A brass key cast with a rectangular bow, a short solid shaft, and a simple bit cut with two squared teeth."
Morrowind.esm,wild flamesword,Wild Flamesword,A short Dwemer blade with a brass-colored metal hilt and a curved guard extends beneath a single-edged blade.
Morrowind.esm,chitin_mask_helm,Chitin Mask Helm,A chitin helmet with a protective face mask crafted from lacquered insect shell segments bound by dark leather straps.
Bloodmoon.esm,BM_NordicMail_PauldronR,Nordic Mail Right Pauldron,"A right shoulder pauldron constructed from interlocking steel rings over a leather backing, featuring a flanged shoulder guard."
Morrowind.esm,bk_fellowshiptemple,Fellowship of the Temple,"A compact octavo-format volume with a simple binding and plain covers, its small size fitting comfortably in hand."
Morrowind.esm,probe_master,Master's Probe,"A slender, straight probe of polished steel with a fine hooked tip and a ribbed brass grip."
Morrowind.esm,staff_hasedoki_unique,Staff of Hasedoki,A tall two-handed wooden staff topped with a carved finial and wrapped with leather grip bands along its shaft.
Bloodmoon.esm,misc_de_bowl_redware_01,Redware Bowl,"A rounded ceramic bowl crafted from reddish-brown clay, featuring a smooth interior and a simple, unadorned rim."
Morrowind.esm,ring_warlock_unique,Warlock's Ring,A thick gold band encircled by raised sigils and centered with a polished crimson stone set in clawed prongs.
Morrowind.esm,bk_a1_2_introtocadiusus,Letter to Senilias Cadiusus,A rolled parchment scroll bearing a handwritten message addressed to Senilias Cadiusus on its aged surface.
Morrowind.esm,Light_De_Lantern_01_177,Paper Lantern,A collapsible paper lantern with thin wooden ribs and a small candle suspended inside.
