topic,aliases,topic_desc,knowledge_class,topic_desc_basic,knowledge_class_basic,tags,category
morrowind_s_economy,"economy of Morrowind, Dunmer economy, Vvardenfell economy, Morrowind trade","Morrowind's economy has historically operated as an agrarian aristocracy, where free farmers, herders, and fishermen were governed by the Great Houses and their noble councils. Since the Imperial occupation, however, a profound transformation has occurred, particularly on Vvardenfell. The Dunmer are increasingly developing a mercantile economy modeled on the Empire. While Imperial authority—embodied by the Emperor, the law, and the legions—provides overarching governance, economic life is now driven by trade in crafts and goods, integrating Morrowind more deeply into broader commercial networks.",scholar,"Morrowind was traditionally an agrarian aristocracy of free farmers and herders ruled by the Great Houses and their noble councils. Since the Imperial occupation, particularly on Vvardenfell, the Dunmer have been developing a mercantile economy on the Imperial model, driven by trade in crafts and goods rather than agriculture.","common, traveler","Morrowind, economy, trade, Great Houses, Vvardenfell, Empire, agriculture, mercantilism, Dunmer, Imperial occupation",history
oneness,,"Oneness is the Skaal principle of universal balance, governing the harmony between all natural elements—flora, fauna, stone, and wind. Bestowed by the All-Maker, this equilibrium is the source of the Skaal's spiritual power. When the natural order is maintained, the community draws strength from this unity; when disrupted, their power diminishes. The Skaal attribute such imbalances to outside forces, particularly the Empire, whose presence disrupts the delicate harmony and weakens the tribe's connection to the land.","priest, scholar","Oneness is the Skaal concept of natural balance among all living things and the land. Granted by the All-Maker, this harmony gives the Skaal their spiritual power. When this balance is disturbed, their strength fades.",common,"Skaal, All-Maker, balance, harmony, Solstheim, nature, wolf, bear",religion
slavehunters,"slave hunter, bounty hunter, slave retrieval","Slavehunters are trackers and enforcers employed to capture and return escaped slaves to their owners, operating primarily within Morrowind's legal slave economy. House Dres and other plantation owners rely on them to pursue fugitives. They patrol known escape routes, port towns, and border regions, watching for runaway Khajiit and Argonian laborers. While not a formal guild, their trade is sanctioned by Morrowind law, and they act with legal authority to restrain and return bondsmen. Individual hunters like Anes Hlaren, Garyn Girith, and Sadal Doren exemplify the profession's persistent pursuit of escapees.",scholar,"Slavehunters are trackers hired to capture and return escaped slaves to their owners in Morrowind. Sanctioned by law, they patrol towns, docks, and escape routes searching for fugitive Khajiit and Argonians. House Dres and other plantation owners depend on them to recover runaway bondsmen.","common, traveler","slavery, Morrowind, House Dres, bounty hunters, fugitives, Dunmer, escaped slaves, enforcement",factions
telvanni_tower_urban_style,"Telvanni architecture, Telvanni mushroom tower, Telvanni settlement style","The urban style of Telvanni settlements is defined by the wizard's tower, a massive organic structure grown and sculpted from the stems, caps, and root-like holdfasts of giant native mushrooms. These fantastic forms dominate the landscape, serving as the seat of the ruling mage. Below, the village consists of smaller mushroom pods hollowed out to house craftsmen and commoners. Open-air markets frequently feature giant cages where slavemasters display their wares, reflecting the brutal economics underpinning Telvanni society.",scholar,"Telvanni settlements are dominated by the wizard's tower, a fantastic organic structure grown from giant native mushrooms. Smaller mushroom pods are hollowed out for craftsmen and commoners, and open-air markets often feature giant cages displaying the wares of slavemasters.","common, traveler","Telvanni, architecture, mushroom-towers, House-Telvanni, urban-design, slavery, wizard-towers, Morrowind",cultures
undead_creatures,"undead, revenants, ghosts, bonewalkers, skeletons, vampires","Undead creatures on Vvardenfell encompass spectral, fleshy, and fleshless revenants. Ghosts include ancestor ghosts, guardian ancestors, wraiths, and dwarven variants such as dwarven ghosts, guardians, and wraiths. Fleshy revenants are known as bonewalkers, appearing in standard and greater forms. Fleshless revenants comprise skeletons, skeleton archers, warriors, and champions, alongside bonelords. Vampires, considered profane undead, have been hunted almost to extinction. These beings are broadly categorized by their animating forces and corporeal states, with ancestral and dwarven spirits often tied to cultural or ruined contexts, while bonewalkers and skeletons serve as mindless guardians or hostile encounters.","scholar, common","Undead creatures on Vvardenfell include ghosts such as ancestor spirits and dwarven spectres, fleshy revenants like bonewalkers, and fleshless skeletons including bonelords. Vampires, considered profane undead, have been hunted almost to extinction.",common,"undead, revenants, ghosts, bonewalkers, skeletons, bonelords, vampires, ancestors, dwarven ghosts, Vvardenfell creatures",creatures
almoners,,"Almoners serve as the charitable fundraisers within the Imperial Cult, tasked with gathering alms from members and sympathizers of the faith. The Cult relies heavily on these donations to finance its charitable works across Vvardenfell and the broader province. Success in securing generous contributions offers a recognized path for advancement through the ranks of Imperial Cult service. Those seeking to join this vocation are directed to Iulus Truptor at the Imperial Chapels in Ebonheart.",scholar,Almoners are members of the Imperial Cult responsible for collecting alms and donations from the faithful. These contributions fund the Cult's charitable endeavors. Aspiring almoners should seek out Iulus Truptor at the Imperial Chapels in Ebonheart.,"common, traveler","Imperial Cult, charity, alms, donations, fundraising, Ebonheart, Iulus Truptor, Imperial Chapels, faith, rank advancement",factions
alteration,,"Alteration is one of the six schools of magic, defined by the manipulation of the physical world and its natural properties. Unlike Illusion, which alters perception, Alteration produces changes recognized by all observers. Its practice demands uncommon sense: the caster imposes their will upon reality, persuading natural forces that the suggested alteration is easier to follow than existing physical law. Subtle changes succeed more readily, and all effects are temporary, as reality inevitably reasserts itself. Practitioners master effects such as water breathing and walking, jumping, levitating, burdening, opening and locking, and creating shield barriers against physical and elemental damage.",scholar,"Alteration is one of the six schools of magic. It involves manipulating the physical world and its natural properties. Mages of this school cast spells for water breathing and walking, jumping, levitating, opening locks, and creating shield barriers against damage.","common, traveler","magic, alteration, school of magic, spellcasting, levitation, water walking, shield, reality manipulation, physical law, arcane arts, mysticism",magic
ancestral_burial_tombs,,"Ancestral burial tombs are the consecrated subterranean vaults where House Dunmer inter their dead and honor their forebears. Ancestor worship is a cornerstone of Dunmer culture, and these catacombs serve as both sacred sites of veneration and fortified repositories safeguarded by bound ancestral spirits against desecration. They dot the Morrowind countryside, such as the Ginith and Rethandus tombs near Ald'ruhn. Necromancers and tomb-robbers who violate these sanctuaries face lethal magical retribution from the undead guardians.","traveler, scholar","Ancestral burial tombs are sacred Dunmer crypts used to inter the dead and venerate forebears. Located throughout Morrowind, examples include the Ginith and Rethandus tombs near Ald'ruhn. These sanctuaries are typically guarded by undead ancestral spirits.",common,"Dunmer, ancestors, tombs, burial, necromancy, Morrowind, Ginith, Rethandus, House Dunmer, ancestor worship, death customs",locations
apographa,"hidden writings, Dissident Priest Apographa, Temple hidden writings","The Apographa constitute the 'hidden writings' of the Tribunal Temple, comprising secrets restricted to the highest echelons of the priesthood and inquisition. They stand in deliberate contrast to the Heirographa, the Temple's collected priestly writings available to the orthodox faithful. The Temple's suppression of these texts forms a central doctrinal dispute with the Dissident Priests, who accuse the orthodox hierarchy of concealing truths from its followers. In defiance of Temple authority, the Dissident Priests have gathered as much of the Apographa as possible within their sanctuary at Holamayan, preserving censored knowledge that challenges official accounts.","priest, scholar","The Apographa are the 'hidden writings' of the Tribunal Temple, secrets known only to the highest levels of priesthood and inquisition. They contrast with the Heirographa, the Temple's public priestly writings. The Dissident Priests consider the Temple's concealment of these texts a hiding of truth from followers, and have gathered what they can of the Apographa at Holamayan.",common,"Apographa, Heirographa, Dissident Priests, Tribunal Temple, Holamayan, hidden writings, censorship, doctrine, orthodoxy, heresy, secrets, inquisition",religion
arena,"Vivec Arena, Arena Compound, Arena Canton","The Arena Compound sits between the Redoran and Telvanni cantons in Vivec City. The domed structure seats hundreds for public entertainment and combat sports, featuring underground dressing rooms, training facilities, and animal pens. As an ancient venue, it hosts honorable duels, settles feuds, and decides matters of succession. Beneath the public pits, the canton secretly houses the Morag Tong headquarters, offering specialized training to its operatives.","traveler, scholar","A domed combat venue in Vivec City, situated between the Redoran and Telvanni cantons. It hosts public entertainment, martial competitions, and traditional duels used to settle feuds and questions of succession.",common,"Vivec, Arena, combat sports, duels, entertainment, Redoran, Telvanni, canton, Morag Tong, Arena Compound",settlements
argonian_mission,"Argonian Embassy, Ebonheart Argonian Mission","The Argonian Mission is Black Marsh's diplomatic embassy to the Vvardenfell District, situated in the southwest corner of Ebonheart. Overseen by the Argonian consul Im-Kilaya, the facility represents provincial interests before the Grand Council. Beyond its formal diplomatic role, the mission shelters newly escaped Argonian slaves, a covert function linked to the Twin Lamps. This dual purpose places the mission at the uneasy intersection of Imperial law and Dunmer customs, as harboring fugitives remains illegal under Morrowind's institutions.",scholar,The Argonian Mission in Ebonheart serves as Black Marsh's diplomatic embassy to Vvardenfell District. The facility represents provincial interests and provides shelter for Argonians recently escaped from bondage.,"common, traveler","Argonia, Black Marsh, Ebonheart, diplomacy, embassy, Im-Kilaya, slavery, Twin Lamps, Vvardenfell District, Grand Council",factions
ashlander_worship,,"Ashlander worship centers on the ancestor cult, into which every tribe member is born. This foundational practice binds each clan to its revered forebears. Alongside this tradition exists the distinct Nerevarine cult, a small sect of seers and guardians preserving prophecies of the legendary hero's return. The Urshilaku tribe currently sustains this cult, with Ashkhan Sul-Matuul serving as its Warrior-Protector and wise woman Nibani Maesa as its Oracle-Seer.","priest, scholar","Ashlander worship revolves around the ancestor cult, a clan-based practice into which all tribe members are born. A separate, smaller Nerevarine cult is maintained by prophetic wise women and their warrior-guardians, who await a legendary hero's return.",common,"Ashlanders, ancestor worship, Nerevarine cult, Urshilaku, wise women, ashkhans, prophecy, clan, cult, ancestors, Vvardenfell, Ashkhan",religion
ashlanders_and_foreigners,,"Ashlanders regard foreigners and their imperial culture as intrusions upon ancestral Morrowind, desiring their expulsion alongside the false gods they represent. At minimum, they seek to be left undisturbed. While they consider attacking the unarmed shameful, armed outsiders who violate clan laws face lethal retribution. Present imperial power prevents open warfare, yet many would willingly sacrifice themselves in a conflict against the Empire if victory seemed achievable.",scholar,"Ashlanders resent foreign intrusions and wish outsiders would leave Morrowind entirely. They consider attacking the unarmed dishonorable, but will kill armed outsiders who violate clan customs. Though they lack the power to fight the Empire, many would eagerly die in a war against it if victory were possible.","common, traveler","Ashlanders, foreigners, Morrowind, Empire, clan law, outsiders, xenophobia, honor",cultures
ashlanders_in_war,"Ashlander warfare, Ashlander raids, Ashlander duels","Ashlanders wage war differently from settled peoples. Inter-tribal conflict typically takes the form of raids intended to demonstrate strength and secure wealth and respect, while champions settle matters of sport and honor through ritual duels. In full tribal wars, however, hunters and herders fight alongside ashkhans and champions, wielding spear and bow. Such conflicts are inherently cruel and undertaken with great reluctance, as the sparse Ashlander population makes every life too precious to squander.",scholar,"Ashlanders rarely wage war like settled peoples. They raid other tribes to prove strength and gain respect, and champions duel for honor. In true tribal wars, hunters and herders join ashkhans with spear and bow. These wars are cruel and reluctant, as their few numbers make every life too dear to waste.","common, traveler","Ashlanders, warfare, raids, champions, duels, ashkhans, tribal conflict, hunters, herders, spears, bows",cultures
becoming_a_lich,"lichdom, lich transformation","Lichdom represents the deliberate transition from mortal life into a state of conscious undeath, typically pursued by powerful mages seeking to escape temporal limitations. The precise rituals for this transformation remain shrouded in speculation and dark lore. One widely circulated—though likely facetious—recipe claims that combining the heart of a lich, a dragon's tongue, and the flesh of a well-ridden horse guarantees the transformation. Genuine accounts of the process are obscure, and the validity of such folk recipes remains highly dubious among serious scholars.",scholar,"Lichdom is the deliberate transformation into conscious undeath, typically sought by mages wishing to evade mortality. While one popular recipe claims that combining a lich's heart, a dragon's tongue, and well-ridden horse's flesh ensures this transition, such folkloric formulas are widely regarded as unreliable.","common, traveler","magic, necromancy, undeath, lich, lichdom, ritual, conjuration, dark arts",magic
household_slaves,,"Household slaves in Morrowind serve as personal property bound to domestic service, agricultural labor, or craft production within Dunmer great houses and freeholder estates. The institution persists under Imperial tolerance as an ancient Dunmeri right, with markets openly trading Khajiit, Imperial, Bosmer, Altmer, Breton, and Redguard captives. Slaves are typically marked with branded guar-hide bracers signifying ownership. Abolitionist pressure from the Imperial Cult and sympathetic House Hlaalu has not displaced the practice, which remains entrenched in traditional Telvanni and Dres holdings.",scholar,"Household slaves in Morrowind are persons held as property for domestic and agricultural labor. Dunmer great houses openly trade Khajiit, Imperial, Bosmer, Altmer, Breton, and Redguard captives in slave markets. The institution persists as an ancient Dunmeri right despite Imperial and abolitionist opposition.","common, traveler","slavery, Dunmer, great houses, Morrowind, Imperial law, abolitionism, slave markets, bracers",cultures
literacy,"Imperial literacy campaign, literacy campaign","Literacy is fundamental to the Empire. Imperial policy holds that teaching the Dunmer to read and instructing them in a common heritage are essential to maintaining Morrowind within the province. House Hlaalu supporters actively champion this campaign, arguing that widespread literacy binds Morrowind to Imperial civilization. Mages Guild schools participate in these efforts, though they frequently lack sufficient instructional texts. Foundational primers, such as ABCs for Barbarians and The Annotated Anuad, are employed to teach basic reading and shared cultural history. The campaign remains a point of cultural friction, as traditional Dunmer society relies heavily on oral traditions and Temple teachings rather than Imperial literary education.",scholar,"Imperial policy views literacy as fundamental to keeping Morrowind within the Empire, requiring that the Dunmer be taught to read and learn of their common heritage. House Hlaalu and Mages Guild schools actively support this campaign, though instructional books remain scarce.","common, traveler","literacy, Empire, Dunmer, House Hlaalu, Mages Guild, education, Imperial culture, ABCs for Barbarians, The Annotated Anuad, cultural friction",cultures
master_barelo,,"Gilvas Barelo serves as abbot of Holamayan Monastery and heads the secret order of Dissident Priests operating within the Tribunal Temple. From this secluded island refuge, Barelo provides spiritual and organizational leadership to those who question Temple orthodoxy while maintaining devotion to the faith. His position requires balancing doctrinal criticism with genuine religious conviction, sheltering dissenting voices against Temple authority. Holamayan's remote location affords some protection from Ordinator enforcement, though Barelo's dual role as both Temple abbot and secret order leader remains precarious.",scholar,Gilvas Barelo is the abbot of Holamayan Monastery and heads a secret order of Dissident Priests. He leads those who question Tribunal Temple orthodoxy while maintaining their devotion to the faith from the monastery's secluded refuge.,"common, traveler","Dunmer, Tribunal Temple, abbot, Holamayan, monastery, Dissident Priests, secret order, Ordinator, faith, Vvardenfell, scholar",figures
peace_in_black_marsh,,"The so-called peace currently prevailing in Black Marsh follows the suppression of tribal uprisings by the Imperial Expeditionary Force. Rumors of this pacification, circulating through ports such as Soulrest, suggest that the restoration of order will allow the reconstruction of Argonian plantations and mining operations. Local trading interests anticipate the subsequent resumption of valuable exports, including timber and gold. The stability remains dependent on continued Imperial military occupation and the successful rebuilding of the province's extractive infrastructure.",scholar,"Imperial forces have reportedly put down tribal uprisings in Black Marsh. Traders in ports like Soulrest expect the pacification will allow plantations and mines to be rebuilt, resuming the region's gold and timber exports.","common, traveler","Black Marsh, Argonia, Imperial Legion, Expeditionary Force, tribal uprisings, Soulrest, Imperial trade, plantations, timber, gold mines",history
recall_the_legions,,"Recall the Legions refers to the potential withdrawal of Imperial military forces from the eastern provinces, including Morrowind, to reinforce the heartland amid escalating unrest in Cyrodiil. With the Empire facing internal instability and threats to the Emperor's safety, soldiers stationed abroad may be redeployed to protect the capital. Such a withdrawal would critically weaken the Imperial grip on distant territories, leaving provincial garrisons undermanned and vulnerable to local insurrections or external pressures. The prospect underscores the severe strain on Imperial resources and the fragile state of the Septim dynasty's authority at the close of the Third Era.",scholar,"Recall the Legions refers to a potential redeployment of Imperial military forces from eastern provinces like Morrowind back to Cyrodiil. Escalating unrest in the heartland threatens the Emperor, and troops may be withdrawn from frontier garrisons to secure the capital, weakening the Empire's hold on its distant territories.","common, traveler","Imperial Legion, Cyrodiil, Morrowind, Uriel Septim VII, unrest, military, Empire, deployment",history
restoration,"College of Restoration, Restoration magic, healing magic","The Restoration discipline governs the spell effects of the College of Restoration, which heals, restores, and fortifies bodily attributes and abilities, cures disease, and protects against malign influences. Its primary spells mend wounds and restore vitality, but the college also augments attributes such as strength, endurance, intelligence, and agility, and can enhance resistance to elements, magic, and disease. Absorption magics are sometimes classed under this discipline, though Mysticism also claims them. Despite its immense utility, the Mages Guild does not consider Restoration one of the great schools. Its benevolent nature makes it highly popular among religious workers. Knowledge of these spells appears to have developed more recently than other schools; as late as the Second Era, even cures for disease were rare.",scholar,"The College of Restoration encompasses spells that heal wounds, cure disease, restore vitality, and fortify bodily attributes and abilities. It also provides protection against malign influences. Despite its great utility and popularity among religious workers, the Mages Guild does not count it among the great schools.","common, traveler","magic, Restoration, healing, spellcasting, College of Restoration, curing disease, fortify attributes, Mages Guild",magic
sewers_and_ruins,"Mournhold sewers, Old Mournhold, under Mournhold","Beneath the city of Mournhold lies a vast subterranean network of sewers and ancient ruins. The poor and lawless inhabit these depths, eking out an existence in the shadowy passages. Beyond the sewers lie the ruins of Old Mournhold, a source of treasure and peril. The subterranean network is notoriously dangerous, harboring lethal threats capable of overwhelming the unprepared. Adventurers venture below seeking fortune in the old ruins, though many never return.","traveler, scholar","Beneath Mournhold lies a vast network of sewers and ancient ruins. The poor and lawless inhabit these depths, while the ruins of Old Mournhold hold treasure for daring adventurers. The passages are notoriously dangerous, harboring lethal threats to the unprepared.",common,"Mournhold, sewers, ruins, Old Mournhold, underground, subterranean, dungeon, adventure, danger",locations
study_for_the_priesthood,,"Study for the priesthood within the Tribunal Temple represents a path of spiritual devotion and communal service dedicated to Almsivi—Almalexia, Sotha Sil, and Vivec. Aspirants typically renounce secular attachments and former transgressions, dedicating their lives and resources to the Temple. This sacred vocation involves rigorous doctrinal instruction alongside practical service, such as teaching or fulfilling administrative duties as directed by the Temple hierarchy. Ordination demands both scholarly understanding of Tribunal dogma and demonstrated commitment through alms and obedience, reflecting the Temple's core principles of compassion and duty.","priest, scholar",Study for the priesthood is a Tribunal Temple vocation requiring aspirants to dedicate themselves to Almsivi. Candidates often surrender worldly possessions to the Temple and undergo doctrinal training while serving the community through teaching and other duties as required.,common,"Tribunal Temple, priesthood, Almsivi, ordination, Temple service, doctrinal study, Vvardenfell religion",religion
suppress_the_apographa,,"The suppression of the Apographa refers to the Tribunal Temple's deliberate concealment of heterodox texts and hidden writings that complicated official doctrine. Vivec acknowledges ordering this suppression, citing the Apographa's volatile mixture of truth, falsehood, and speculation as a threat to the faithful's certainty. The Temple required unwavering belief to power the Ghostfence against Dagoth Ur, making any doctrinal doubt an existential peril. However, Vivec now privately questions whether this policy was a mistake, suggesting that by eliminating doubt, the Temple preserved only the faith of the indifferent while potentially alienating those whose conviction was most vital.","priest, scholar","The suppression of the Apographa was the Tribunal Temple's effort to conceal heterodox writings that blended truth, falsehood, and speculation. Vivec ordered this censorship to prevent doubt from weakening the faithful, whose belief was essential to sustain the Ghostfence. Vivec now questions whether this policy mistakenly preserved the faith of the indifferent while losing the devotion of the strong.",common,"Apographa, Tribunal, Ghostfence, faith, censorship, dissent, doctrine, orthodoxy, Temple, Vivec",religion
ash_chancre,,"Ash-chancre is an acute blight disease that afflicts the victim's behavior, driving them toward erratic and aggressive outbursts. It is contracted from corprus beasts and other blight monsters roaming the blighted regions of Vvardenfell. Sufferers often experience intense irritability and hostility, sometimes attributing their rage to external provocation rather than the infection. As a blight illness, it resists conventional treatments and requires specific curative magic or potions to remedy. Its behavioral symptoms make infected individuals dangerous, as the afflicted may attack even those offering aid.",scholar,"Ash-chancre is an acute blight disease that alters a victim's behavior, causing severe irritability and aggression. It is contracted from corprus beasts and other blight monsters.",common,"disease, blight, corprus, affliction, Vvardenfell, behavior, infection",diseases
swamp_fever,,"Swamp fever is a mild common disease that drains a victim's strength and disrupts normal behavior. Its primary symptoms include elevated body temperature and delirium, though it presents no easily visible external signs. The affliction is known to be contracted from mudcrabs. Standard curative measures include potions of cure disease or restoration spells, and the Temple of the Tribunal typically provides healing to sufferers. Outside settled areas, finding a curative can prove difficult, as wandering priests are not always available.",scholar,Swamp fever is a mild common disease that saps a victim's strength and causes high body temperature and delirium. It is contracted from mudcrabs and can be cured with a standard potion of cure disease or a restoration spell.,common,"disease, common disease, swamp fever, mudcrab, delirium, cure disease, Tribunal Temple, affliction, Morrowind, illness",diseases
ash_ghoul,,"Ash ghouls are distorted, half-human, half-beast creatures transformed by a mysterious force into powerful magical beings. They are highly intelligent, aggressive, and dangerous, associated in some way with the Devil Dagoth Ur. Found dwelling within Sixth House sanctuaries, these creatures possess formidable magical abilities and represent a disturbing corruption of mortal form. Scholars seek their captured souls to study the unnatural forces that reshape them, though such research carries significant risk given their aggressive nature and the malevolent power behind their existence.",scholar,"Ash ghouls are distorted, half-human, half-beast creatures transformed by a mysterious force. Highly intelligent and dangerous, they wield powerful magic and are associated with Dagoth Ur. They inhabit Sixth House caves and are greatly feared.",common,"creatures, corruptions, sixth-house, dagoth-ur, ash-creatures, monsters, vvardenfell",creatures
divine_metaphysics,Divine Metaphysics Adapted to the Meanest of Intellects,"Divine Metaphysics is a Dwemeris text authored by the tonal architect Kagrenac, outlining the theoretical framework behind the construction of Anumidium. The work describes how a new god might be created through the obedience of the Ehlnofey—also called the Earth Bones—and the application of sacred tones upon the Heart of Lorkhan, using Kagrenac's tools. The text remains largely incomprehensible without a translation key such as the Hanging Gardens of Wasten Coridale. Even with partial translation, scholars find its meaning deeply contested: some dismiss it as the ramblings of a lunatic, while others recognize its significance as the essence of Kagrenac's theories. The Dwemer's attempt to enact these principles at Red Mountain ended in their disappearance, suggesting the theories did not work as intended.","scholar, dwemer","Divine Metaphysics is a Dwemeris text describing how the Dwemer attempted to create a new god, Anumidium, using Kagrenac's tools and sacred tones upon the Heart of Lorkhan. Written in Dwemeris, it requires a translation key to interpret, and scholars remain divided on its true meaning and significance.","common, traveler","Dwemer, Kagrenac, Anumidium, Lorkhan's Heart, Ehlnofey, Earth Bones, tonal architecture, Dwemeris, Red Mountain, Dwemer disappearance",lore
crosier_of_st_llothis,St. Llothis the Pious Crosier,"The Crosier of St. Llothis is a sacred staff relic of the Tribunal Temple, said to contain the undefeated spirit of Saint Llothis the Pious. Its enchantments adversely affect the wielder, rendering it ill-suited for combat despite its holy significance. The crosier was carried into Red Mountain by Voruse Bethrimo, Captain of the Buoyant Armigers, who fell while protecting his retreating subordinates near Dagoth Ur's citadel. The relic remains lost within the stronghold of Dagoth Ur, awaiting recovery from the forces of the Sixth House.","scholar, esoteric","The Crosier of St. Llothis is a sacred Tribunal Temple staff said to hold the undefeated spirit of Saint Llothis the Pious. Its enchantments harm the wielder, making it unfit for combat. It was lost in Red Mountain when Buoyant Armiger Captain Voruse Bethrimo fell defending his retreating forces near Dagoth Ur's citadel.",esoteric,"artifact, relic, staff, Tribunal Temple, St. Llothis, Buoyant Armigers, Red Mountain, Dagoth Ur, Voruse Bethrimo, Ghostgate",artifacts
the_udyrfrykte,"Uderfrykte, Udefrykte","The Udyrfrykte is a legendary beast of Nord folklore, long dismissed as a children's tale to frighten the young. The creature is ancient, described as black with glowing eyes and a ravenous taste for human flesh. According to legend, it was sealed within an ice cave on the shore of Lake Fjalding in Solstheim for centuries. The beast recently proved terrifyingly real when mysterious fire melted the ice blocking its lair, freeing it to attack the mead hall of Thirsk. Slaying the Udyrfrykte is considered a feat worthy of the greatest warriors, celebrated in bardic song.",scholar,"A legendary beast from Nord folklore, long considered merely a children's tale. The Udyrfrykte is an ancient, black creature with glowing eyes and a taste for human flesh, said to have been sealed for centuries in an ice cave near Lake Fjalding on Solstheim.",common,"creature, troll, legend, Solstheim, Nord, Thirsk, Lake Fjalding, beast, monster, ice-cave",creatures
bloodworm_helm,,"The Bloodworm Helm is a necromantic crown crafted from trollbone by the lich Mannimarco, the King of Worms. Though beautiful in construction, many find the artifact repulsive due to its morbid nature. It grants the wearer greater skill at Conjuration, the ability to turn undead, drain the essence of living foes, and summon a skeletal minion; if the wearer is undead, their attacks are also made more powerful. Mannimarco left the helm behind when he ascended to godhood during the Warp in the West. The artifact is currently held by the Museum of Artifacts in Mournhold, where it remains a popular yet controversial exhibit.","scholar, esoteric","The Bloodworm Helm is a trollbone necromantic crown crafted by the lich Mannimarco, the King of Worms. Though beautiful, many find it repulsive. It enhances Conjuration, turns undead, drains essence, and summons skeletal minions. Mannimarco left it behind when he ascended during the Warp in the West. It is currently displayed in Mournhold's Museum of Artifacts.",esoteric,"artifact, necromancy, Mannimarco, Conjuration, trollbone, Mournhold, Museum of Artifacts, Warp in the West, undead, enchantment",artifacts
bow_of_shadows,,"The Bow of Shadows is a Daedric artifact forged by Nocturnal. It grants its wielder invisibility and enhanced speed. The ranger Raerlas Ghile once received the bow for a failed mission and reportedly used it to slay many foes before perishing. The Dunmer assassin Dram later wielded it, allegedly using it to kill Prince A'tor at the Battle of Hunding Bay and during the Stros M'Kai rebellion. Yagrum Bagarn lists the bow among artifacts of unimaginable significance in Tamrielic Lore. It currently rests in the Venim Ancestral Tomb in Vvardenfell's Grazelands.","scholar, esoteric",The Bow of Shadows is a Daedric artifact attributed to Nocturnal. It grants invisibility and speed to its wielder. The assassin Dram famously used it during the Stros M'Kai rebellion. It is currently lost somewhere in Vvardenfell.,esoteric,"artifact, Daedric, Nocturnal, bow, Dram, Stros M'Kai, Venim Ancestral Tomb, Tamrielic Lore, Raerlas Ghile, invisibility",artifacts
dragonbone_cuirass,Dragonbone Mail,"The Dragonbone Cuirass, sometimes called the Dragonbone Mail, is a legendary artifact of extraordinary protective power, rivaling the Lord's Mail and the Ebony Mail in its defensive enchantments. Fashioned from the bones of a dragon, its creation represents a mastery of armoring that contemporary smiths cannot replicate. The cuirass currently rests within a sealed Dwemer closet in the Central Vault of Mudan Grotto, southwest of Ebonheart. Its provenance and the circumstances of its interment alongside Dwemer mechanisms remain uncertain, though its status as a peerless relic is undisputed; curators of Mournhold's Museum of Artifacts recognize it as a defining artifact and value it at thirty thousand gold.","scholar, esoteric","The Dragonbone Cuirass, or Dragonbone Mail, is a legendary armor fashioned from dragon bone. Its craftsmanship surpasses contemporary smithing, and its protective qualities rival those of the Lord's Mail and Ebony Mail. The artifact is currently hidden within the Dwemer vaults of Mudan Grotto near Ebonheart.","esoteric, common","artifact, armor, dragon bone, Mudan Grotto, Dwemer, Ebonheart, Mournhold, Museum of Artifacts, heavy armor, legendary, relic",artifacts
eleidon_s_ward,,"Eleidon's Ward is a legendary enchanted tower shield crafted for the Breton knight Eleidon. According to legend, a baron commissioned the shield at great expense to honor Eleidon after he rescued the baron's daughter from a warlord. The shield bears a powerful enchantment that heals the wielder's wounds. In the fifth century of the First Era, the revered warrior Mordrin Hanin was entombed with Eleidon's Ward in the cave of Ibar-Dad on Vvardenfell. Yagrum Bagarn later listed the shield among artifacts of unimaginable significance in Tamrielic Lore, and Divayth Fyr has expressed interest in recovering it. The shield currently remains interred within Mordrin Hanin's crypt.","scholar, esoteric",Eleidon's Ward is a legendary enchanted tower shield crafted for a renowned Breton knight. Legend holds that a grateful baron spent his entire fortune commissioning the shield after Eleidon rescued his daughter. The ward bears a powerful healing enchantment and is currently believed to rest in an ancient tomb on Vvardenfell.,esoteric,"artifact, shield, enchantment, healing, Breton, Mordrin Hanin, Ibar-Dad, Tamrielic Lore, Vvardenfell, First Era",artifacts
fang_of_haynekhtnamet,,"The Fang of Haynekhtnamet is a dagger carved from a fang of the mythical wamasu Haynekhtnamet, crafted in an exquisite Argonian style. According to legend, a score of Nords fought the beast for seven days in Black Marsh, believing it to be a dragon; a survivor took the fang as a trophy. The blade mysteriously retains the creature's magical properties, allowing its wielder to shock opponents. Conflicting accounts exist regarding its exact origin, with some placing its retrieval in the Shadowfen region during the Second Era, noting the blade inflicted disease upon those it struck. The artifact has surfaced occasionally throughout history.","scholar, esoteric","The Fang of Haynekhtnamet is an Argonian-style dagger carved from the fang of the mythical wamasu Haynekhtnamet. Nords reportedly slew the beast after a seven-day battle, mistakenly believing it a dragon. The blade retains the creature's magical essence, allowing its wielder to shock opponents.",esoteric,"artifact, dagger, wamasu, Black Marsh, Argonian, Haynekhtnamet, enchanted weapon, Tamrielic Lore",artifacts
